Species.Name,AphiaID,Match type,ScientificName,Authority,Taxon status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies
Eutreptiella gymnastica,110652,exact,Eutreptiella gymnastica,"Throndsen, 1969",accepted,110652,Eutreptiella gymnastica,"Throndsen, 1969",Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,,gymnastica,
Evadne,106267,exact,Evadne,"Lovén, 1836",accepted,106267,Evadne,"Lovén, 1836",Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,,,
Evadne anonyx,234084,exact,Evadne anonyx,"G.O. Sars, 1897",accepted,234084,Evadne anonyx,"G.O. Sars, 1897",Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,,anonyx,
Evadne nordmanni,106273,exact,Evadne nordmanni,"Lovén, 1836",accepted,106273,Evadne nordmanni,"Lovén, 1836",Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,,nordmanni,
Fabricia stellaris,130913,exact,Fabricia stellaris,"(Müller, 1774)",accepted,130913,Fabricia stellaris,"(Müller, 1774)",Animalia,Annelida,Polychaeta,Sabellida,Fabriciidae,Fabricia,,stellaris,
Fallacia cassubiae,657173,exact,Fallacia cassubiae,"Witkowski, 1991",uncertain,657173,Fallacia cassubiae,"Witkowski, 1991",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,,cassubiae,
Fallacia florinae,617714,exact,Fallacia florinae,"(M.Møller) Witkowski, 1993",alternate representation,180560,Navicula florinae,"Møller, 1950",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,,florinae,
Fallacia tenera,418418,exact,Fallacia tenera,"(Hustedt) D.G.Mann, 1990",alternate representation,669023,Navicula tenera,"Hustedt, 1936",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,,tenera,
Farranula gracilis,128813,exact,Farranula gracilis,"(Dana, 1849)",accepted,128813,Farranula gracilis,"(Dana, 1849)",Animalia,Arthropoda,Hexanauplia,Cyclopoida,Corycaeidae,Farranula,,gracilis,
Ficopomatus enigmaticus,130988,exact,Ficopomatus enigmaticus,"(Fauvel, 1923)",accepted,130988,Ficopomatus enigmaticus,"(Fauvel, 1923)",Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Ficopomatus,,enigmaticus,
Flagellates,146222,exact,Flagellates,,unaccepted,146221,Discomitochondria,,Protozoa,Flagellates,,,,,,,
Fragilaria,149028,exact,Fragilaria,"H.C. Lyngbye, 1819",accepted,149028,Fragilaria,"H.C. Lyngbye, 1819",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,,
Fragilaria atomus,180189,exact,Fragilaria atomus,"Hustedt, 1931",uncertain,180189,Fragilaria atomus,"Hustedt, 1931",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,atomus,
Fragilaria brevistriata,149365,exact,Fragilaria brevistriata,"Grunow, 1885",accepted,149365,Fragilaria brevistriata,"Grunow, 1885",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,brevistriata,
Fragilaria crotonensis,149360,exact,Fragilaria crotonensis,"Kitton, 1869",accepted,149360,Fragilaria crotonensis,"Kitton, 1869",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,crotonensis,
Fragilaria gedanensis,617737,exact,Fragilaria gedanensis,"Witkowski, 1993",uncertain,617737,Fragilaria gedanensis,"Witkowski, 1993",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,gedanensis,
Fragilaria geocollegarum,665158,exact,Fragilaria geocollegarum,"Witkowski & Lange-Bertalot, 1995",uncertain,665158,Fragilaria geocollegarum,"Witkowski & Lange-Bertalot, 1995",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,,geocollegarum,
Fragilariaceae,148952,exact,Fragilariaceae,"Greville, 1833",accepted,148952,Fragilariaceae,"Greville, 1833",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,,,,
Fragilariopsis,149313,exact,Fragilariopsis,"F. Hustedt in A. Schmidt et al., 1913",accepted,149313,Fragilariopsis,"F. Hustedt in A. Schmidt et al., 1913",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,,,
Fragilariopsis cylindrus,172418,exact,Fragilariopsis cylindrus,"(Grunow) Krieger, 1954",uncertain,172418,Fragilariopsis cylindrus,"(Grunow) Krieger, 1954",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,,cylindrus,
Fritillaria borealis,103375,exact,Fritillaria borealis,"Lohmann, 1896",accepted,103375,Fritillaria borealis,"Lohmann, 1896",Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,,borealis,
Fucus spiralis,145547,exact,Fucus spiralis,"Linnaeus, 1753",accepted,145547,Fucus spiralis,"Linnaeus, 1753",Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Fucus,,spiralis,
Fucus vesiculosus,145548,exact,Fucus vesiculosus,"Linnaeus, 1753",accepted,145548,Fucus vesiculosus,"Linnaeus, 1753",Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Fucus,,vesiculosus,
Gadus morhua,126436,exact,Gadus morhua,"Linnaeus, 1758",accepted,126436,Gadus morhua,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,,morhua,
Gammaridea,1207,exact,Gammaridea,"Latreille, 1802",unaccepted,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,,,,,
Gammaroidea,720708,exact,Gammaroidea,"Latreille, 1802 (Bousfield, 1977)",accepted,720708,Gammaroidea,"Latreille, 1802 (Bousfield, 1977)",Animalia,Arthropoda,Malacostraca,Amphipoda,,,,,
Gammarus,101537,exact,Gammarus,"Fabricius, 1775",accepted,101537,Gammarus,"Fabricius, 1775",Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,,
Gammarus locusta,102281,exact,Gammarus locusta,"(Linnaeus, 1758)",accepted,102281,Gammarus locusta,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,locusta,
Gammarus salinus,102292,exact,Gammarus salinus,"Spooner, 1947",accepted,102292,Gammarus salinus,"Spooner, 1947",Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,salinus,
Gammarus tigrinus,102296,exact,Gammarus tigrinus,"Sexton, 1939",accepted,102296,Gammarus tigrinus,"Sexton, 1939",Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,tigrinus,
Gammarus zaddachi,102299,exact,Gammarus zaddachi,"Sexton, 1912",accepted,102299,Gammarus zaddachi,"Sexton, 1912",Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,zaddachi,
Gasterosteus aculeatus,126505,exact,Gasterosteus aculeatus,"Linnaeus, 1758",accepted,126505,Gasterosteus aculeatus,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,,aculeatus,
Gastropoda,101,exact,Gastropoda,"Cuvier, 1795",accepted,101,Gastropoda,"Cuvier, 1795",Animalia,Mollusca,Gastropoda,,,,,,
Glenodinium,109538,exact,Glenodinium,"Ehrenberg, 1836",accepted,109538,Glenodinium,"Ehrenberg, 1836",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Glenodinium,,,
Gobius niger,126892,exact,Gobius niger,"Linnaeus, 1758",accepted,126892,Gobius niger,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobius,,niger,
Gomphonema olivaceum var. balticum,675165,exact,Gomphonema olivaceum var. balticum,"(Cleve) Grunow, 1880",uncertain,675165,Gomphonema olivaceum var. balticum,"(Cleve) Grunow, 1880",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,,olivaceum,
Gonothyraea loveni,117377,exact,Gonothyraea loveni,"(Allman, 1859)",accepted,117377,Gonothyraea loveni,"(Allman, 1859)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Gonothyraea,,loveni,
Gonyaulax digitale,110015,exact,Gonyaulax digitale,"(Pouchet) Kofoid, 1911",accepted,110015,Gonyaulax digitale,"(Pouchet) Kofoid, 1911",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,digitale,
Gonyaulax minuta,233557,exact,Gonyaulax minuta,"Kofoid & Michener, 1911",accepted,233557,Gonyaulax minuta,"Kofoid & Michener, 1911",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,minuta,
Gonyaulax polyedra,110034,exact,Gonyaulax polyedra,"F.Stein, 1883",unaccepted,233592,Lingulodinium polyedra,"(F.Stein) J.D.Dodge, 1989",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,polyedra,
Gonyaulax polygramma,110035,exact,Gonyaulax polygramma,"Stein, 1883",accepted,110035,Gonyaulax polygramma,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,polygramma,
Gonyaulax spinifera,110041,exact,Gonyaulax spinifera,"(Claparède & Lachmann) Diesing, 1866",accepted,110041,Gonyaulax spinifera,"(Claparède & Lachmann) Diesing, 1866",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,spinifera,
Gonyaulax verior,110045,exact,Gonyaulax verior,"Sournia, 1973",accepted,110045,Gonyaulax verior,"Sournia, 1973",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,,verior,
Grammatophora marina,149338,exact,Grammatophora marina,"(Lyngbye) Kützing, 1844",accepted,149338,Grammatophora marina,"(Lyngbye) Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Striatellales,Striatellaceae,Grammatophora,,marina,
Guinardia delicatula,149112,exact,Guinardia delicatula,"(Cleve) Hasle, 1997",alternate representation,149114,Rhizosolenia delicatula,"Cleve, 1900",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,,delicatula,
Guinardia flaccida,149132,exact,Guinardia flaccida,"(Castracane) H.Peragallo, 1892",alternate representation,160530,Rhizosolenia flaccida,"Castracane, 1886",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,,flaccida,
Guinardia striata,967041,exact,Guinardia striata,"Hensen, 1911",uncertain,967041,Guinardia striata,"Hensen, 1911",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,,striata,
Gymnocephalus cernuus,151302,exact,Gymnocephalus cernuus,"(Linnaeus, 1758)",unaccepted,405451,Gymnocephalus cernua,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Gymnocephalus,,cernuus,
Gymnodiniaceae,109410,exact,Gymnodiniaceae,"Lankester, 1885",accepted,109410,Gymnodiniaceae,"Lankester, 1885",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,,
Gymnodiniales,109392,exact,Gymnodiniales,"Lemmermann, 1910",accepted,109392,Gymnodiniales,"Lemmermann, 1910",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,,,,,
Gymnodinium,109475,exact,Gymnodinium,"Stein, 1878",accepted,109475,Gymnodinium,"Stein, 1878",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,,
Gymnodinium catenatum,109784,exact,Gymnodinium catenatum,"H.W.Graham, 1943",accepted,109784,Gymnodinium catenatum,"H.W.Graham, 1943",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,catenatum,
Gymnodinium galeatum,232765,exact,Gymnodinium galeatum,"J.Larsen, 1994",accepted,232765,Gymnodinium galeatum,"J.Larsen, 1994",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,galeatum,
Gymnodinium heterostriatum,232778,exact,Gymnodinium heterostriatum,"Kofoid & Swezy, 1921",accepted,232778,Gymnodinium heterostriatum,"Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,heterostriatum,
Gymnodinium sanguineum,162544,exact,Gymnodinium sanguineum,"K.Hirasaka, 1922",unaccepted,232546,Akashiwo sanguinea,"(K.Hirasaka) G.Hansen & Ø.Moestrup, 2000",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,sanguineum,
Gymnodinium simplex,109831,exact,Gymnodinium simplex,"(Lohmann) Kofoid & Swezy, 1921",accepted,109831,Gymnodinium simplex,"(Lohmann) Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,simplex,
Gymnodinium vestificii,109837,exact,Gymnodinium vestificii,"Schütt, 1895",accepted,109837,Gymnodinium vestificii,"Schütt, 1895",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,vestificii,
Gymnoplea,155877,exact,Gymnoplea,"Giesbrecht, 1882",accepted,155877,Gymnoplea,"Giesbrecht, 1882",Animalia,Arthropoda,Hexanauplia,,,,,,
Gyrodinium,109476,exact,Gyrodinium,"Kofoid & Swezy, 1921",accepted,109476,Gyrodinium,"Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,,
Gyrodinium aureolum,109842,exact,Gyrodinium aureolum,"E.M.Hulburt, 1957",unaccepted,232716,Gymnodinium aureolum,"(E.M.Hulburt) Gert Hansen, 2000",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,aureolum,
Gyrodinium britannicum,109843,exact,Gyrodinium britannicum,"Kofoid & Swezy, 1921",accepted,109843,Gyrodinium britannicum,"Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,britannicum,
Gyrodinium flagellare,109854,exact,Gyrodinium flagellare,"Schiller, 1928",accepted,109854,Gyrodinium flagellare,"Schiller, 1928",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,flagellare,
Gyrodinium spirale,109876,exact,Gyrodinium spirale,"(Bergh) Kofoid & Swezy, 1921",accepted,109876,Gyrodinium spirale,"(Bergh) Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,spirale,
Gyrosigma,149033,exact,Gyrosigma,"A.H. Hassall, 1845",accepted,149033,Gyrosigma,"A.H. Hassall, 1845",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,,,
Gyrosigma acuminatum,149035,exact,Gyrosigma acuminatum,"(Kützing) Rabenhorst, 1853",accepted,149035,Gyrosigma acuminatum,"(Kützing) Rabenhorst, 1853",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,,acuminatum,
Gyrosigma fasciola,149494,exact,Gyrosigma fasciola,"(Ehrenberg) J.W.Griffith & Henfrey, 1856",alternate representation,172535,Ceratoneis fasciola,"Ehrenberg, 1839",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,,fasciola,
Halichondria bowerbanki,132588,exact,Halichondria bowerbanki,"Burton, 1930",alternate representation,165801,Halichondria (Halichondria) bowerbanki,"Burton, 1930",Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,,bowerbanki,
Halichondria panicea,132627,exact,Halichondria panicea,"(Pallas, 1766)",alternate representation,165853,Halichondria (Halichondria) panicea,"(Pallas, 1766)",Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,,panicea,
Haliclona oculata,236327,exact,Haliclona oculata,"(Linnaeus, 1759)",alternate representation,132833,Haliclona (Haliclona) oculata,"(Linnaeus, 1759)",Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,,oculata,
Halosphaera,134528,exact,Halosphaera,"K.J.F.Schmitz, 1878",accepted,134528,Halosphaera,"K.J.F.Schmitz, 1878",Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Halosphaera,,,
Harmothoe imbricata,130769,exact,Harmothoe imbricata,"(Linnaeus, 1767)",accepted,130769,Harmothoe imbricata,"(Linnaeus, 1767)",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,imbricata,
Harmothoe sarsi,340478,exact,Harmothoe sarsi,"(Kinberg in Malmgren, 1865)",unaccepted,130735,Bylgides sarsi,"(Kinberg in Malmgren, 1866)",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,sarsi,
Harpacticoida,1102,exact,Harpacticoida,"Sars M., 1903",accepted,1102,Harpacticoida,"Sars M., 1903",Animalia,Arthropoda,Hexanauplia,Harpacticoida,,,,,
Hartlaubella gelatinosa,117378,exact,Hartlaubella gelatinosa,"(Pallas, 1766)",accepted,117378,Hartlaubella gelatinosa,"(Pallas, 1766)",Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Hartlaubella,,gelatinosa,
Hediste diversicolor,152302,exact,Hediste diversicolor,"(O.F. Müller, 1776)",accepted,152302,Hediste diversicolor,"(O.F. Müller, 1776)",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,,diversicolor,
Helicotheca tamesis,157440,exact,Helicotheca tamesis,"(Shrubsole) M.Ricard, 1987",uncertain,157440,Helicotheca tamesis,"(Shrubsole) M.Ricard, 1987",Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,,tamesis,
Hemiaulus hauckii,163249,exact,Hemiaulus hauckii,"Grunow ex Van Heurck, 1882",uncertain,163249,Hemiaulus hauckii,"Grunow ex Van Heurck, 1882",Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,,hauckii,
Hemiaulus membranaceus,418540,exact,Hemiaulus membranaceus,Cleve,accepted,418540,Hemiaulus membranaceus,Cleve,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,,membranaceus,
Hemiaulus sinensis,163250,exact,Hemiaulus sinensis,"Greville, 1865",uncertain,163250,Hemiaulus sinensis,"Greville, 1865",Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,,sinensis,
Hemigrapsus sanguineus,158417,exact,Hemigrapsus sanguineus,"(De Haan, 1835)",accepted,158417,Hemigrapsus sanguineus,"(De Haan, 1835)",Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,,sanguineus,
Hemigrapsus takanoi,389288,exact,Hemigrapsus takanoi,"Asakura & Watanabe, 2005",accepted,389288,Hemigrapsus takanoi,"Asakura & Watanabe, 2005",Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,,takanoi,
Hemiselmis,106287,exact,Hemiselmis,"Parke, 1949",accepted,106287,Hemiselmis,"Parke, 1949",Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Hemiselmis,,,
Hemiselmis virescens,106310,exact,Hemiselmis virescens,"Droop, 1955",accepted,106310,Hemiselmis virescens,"Droop, 1955",Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Hemiselmis,,virescens,
Heterocapsa,109540,exact,Heterocapsa,"Stein, 1883",accepted,109540,Heterocapsa,"Stein, 1883",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Heterocapsa,,,
Heterocapsa arctica subsp. frigida,688227,exact,Heterocapsa arctica subsp. frigida,"Rintala & G. Hällfors, 2010",accepted,688227,Heterocapsa arctica subsp. frigida,"Rintala & G. Hällfors, 2010",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Heterocapsa,,arctica,frigida
Heterocapsa minima,233619,exact,Heterocapsa minima,"A.J.Pomroy, 1989",accepted,233619,Heterocapsa minima,"A.J.Pomroy, 1989",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Heterocapsa,,minima,
Heterocapsa rotundata,110152,exact,Heterocapsa rotundata,"(Lohmann) G.Hansen, 1995",accepted,110152,Heterocapsa rotundata,"(Lohmann) G.Hansen, 1995",Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Heterocapsa,,rotundata,
